team_1,team_2,POM_dif,SAG_dif,MOR_dif,DOK_dif,result
1383,1248,40,-35,12,-3,0
1337,1275,34,-4,-10,-17,0
1204,1285,82,81,59,-28,0
1268,1291,-295,-271,-298,-264,0
1172,1318,6,-20,-3,-51,0
1218,1319,-84,-18,-159,-121,0
1258,1325,-11,-94,-59,18,0
1281,1333,-9,14,4,28,0
1276,1344,-29,-62,-105,-39,0
1439,1345,15,7,-2,1,0
1262,1357,-21,-44,-72,-35,0
1141,1363,-152,-239,-124,-184,0
1449,1365,-186,-289,-208,-194,0
1381,1370,15,-4,-11,61,0
1102,1377,78,162,133,104,0
1452,1386,-74,-2,-50,-48,0
1278,1401,-14,-95,-17,-15,0
1295,1406,-49,-195,60,-51,0
1191,1411,-32,117,10,-21,0
1426,1413,-31,-233,25,-182,0
1246,1440,-311,-258,-259,-301,0
1416,1443,-13,-92,-15,14,0
1167,1451,45,-8,28,9,0
1328,1459,-75,-51,-35,-111,0
1269,1115,-204,-162,-204,-191,0
1159,1127,-114,-209,-143,-159,0
1166,1129,-90,-97,-14,-50,0
1450,1142,-144,-135,-34,-125,0
1190,1152,-193,-180,-118,-261,0
1351,1164,-239,-152,-234,-150,0
1405,1195,-79,-40,-117,-37,0
1356,1224,-211,-138,-187,-193,0
1211,1228,-67,-13,-138,-36,0
1208,1229,5,-73,-112,-65,0
1253,1233,45,79,-6,70,0
1184,1244,-56,-11,9,-33,0
1435,1251,-89,-183,-95,-161,0
1150,1255,-22,77,-15,-63,0
1178,1259,25,-5,73,-21,0
1113,1280,25,-30,36,19,0
1222,1322,-297,-297,-309,-295,0
1320,1330,49,16,16,9,0
1422,1341,-167,-105,-215,-98,0
1417,1342,-255,-143,-170,-256,0
1260,1350,-78,-216,-120,-120,0
1408,1355,101,10,64,61,0
1181,1361,-63,-102,-18,-70,0
1375,1369,-114,33,-107,64,0
1429,1388,70,18,22,45,0
1352,1391,-64,5,-105,-24,0
1377,1420,-76,-77,-15,-24,0
1403,1425,-39,-33,-32,-46,0
1153,1444,-180,-177,-170,-169,0
1130,1461,-101,-199,-167,-98,0
1229,1103,-63,50,-64,-26,0
1221,1107,-35,38,-31,102,0
1238,1152,5,2,-1,-10,0
1360,1160,12,-16,4,19,0
1323,1182,-112,-91,-117,-120,0
1155,1208,-90,4,-9,-3,0
1154,1241,103,55,61,84,0
1454,1254,-6,76,115,-67,0
1288,1298,58,-24,13,73,0
1403,1304,-11,34,15,10,0
1279,1311,-214,-240,-260,-190,0
1245,1366,-165,-111,-124,-147,0
1133,1374,55,-79,29,58,0
1316,1379,75,121,45,56,0
1129,1382,1,26,4,-3,0
1252,1395,103,40,87,115,0
1169,1398,72,35,69,58,0
1414,1408,-95,-22,-77,-81,0
1405,1418,-4,-44,64,-4,0
1385,1433,-81,-5,-49,-32,0
1240,1441,-133,-31,-130,-66,0
1332,1453,-236,-246,-179,-226,0
1347,1456,7,-107,-20,16,0
1361,1462,1,-3,-7,33,0
1234,1106,-283,-140,-215,-254,0
1229,1129,-26,-88,34,6,0
1393,1159,-170,-112,-117,-151,0
1355,1161,-103,18,-79,-23,0
1459,1164,-231,-265,-255,-209,0
1211,1181,5,-1,-23,2,0
1434,1188,-191,-182,-167,-220,0
1427,1195,-23,59,-113,107,0
1328,1196,19,-33,15,1,0
1209,1208,-11,91,76,70,0
1233,1216,-82,-108,-67,-173,0
1462,1228,-10,93,-90,-1,0
1430,1253,-29,-1,74,-40,0
1130,1260,3,39,22,19,0
1242,1266,-27,-6,4,-32,0
1179,1282,-55,-149,-36,-93,0
1116,1286,-246,-257,-225,-298,0
1438,1292,-158,-185,-181,-127,0
1133,1336,80,56,107,132,0
1192,1343,127,143,53,190,0
1113,1429,-84,-26,-29,-30,0
1379,1441,-184,-217,-131,-128,0
1404,1442,36,47,42,-23,0
1278,1449,1,3,1,-42,0
1436,1463,11,-18,34,-30,0
1274,1247,-173,-227,-184,-173,0
1400,1314,23,36,40,45,0
1201,1321,63,79,70,29,0
1196,1390,-58,1,-71,-36,0
1305,1409,-118,-171,-165,-147,0
1199,1412,-153,-137,-203,-104,0
1251,1108,-208,-215,-216,-201,0
1423,1117,-81,-48,-66,-14,0
1326,1156,-282,-268,-269,-277,0
1328,1173,-59,-101,-75,-73,0
1415,1189,93,64,94,54,0
1255,1193,68,-23,80,71,0
1428,1213,-62,-11,-65,-30,0
1114,1224,-42,-83,-7,-68,0
1321,1247,-147,-211,-153,-145,0
1410,1249,49,-48,-65,-49,0
1199,1261,-34,-24,-37,-14,0
1268,1267,-48,-5,-36,-25,0
1390,1292,-77,-163,-132,-82,0
1437,1329,-41,1,-49,-12,0
1296,1331,-86,-93,-172,-9,0
1210,1341,-196,-193,-220,-183,0
1345,1352,-261,-276,-230,-253,0
1401,1375,-152,-204,-144,-235,0
1242,1397,-6,-4,5,-4,0
1356,1409,-27,-57,-82,-36,0
1158,1412,-56,-5,-65,1,0
1231,1413,-227,-265,-261,-270,0
1399,1419,102,177,116,152,0
1116,1426,-172,-153,-188,-128,0
1245,1435,116,123,136,139,0
1366,1108,-3,-6,-17,-9,0
1183,1117,-10,-93,-19,-4,0
1222,1140,-16,-53,-79,-43,0
1387,1146,-217,-212,-21,-191,0
1170,1168,110,153,136,122,0
1323,1177,-4,6,19,-21,0
1219,1187,-14,3,-104,-28,0
1334,1189,-79,-91,-30,-84,0
1123,1191,-92,-91,-141,-25,0
1370,1193,-11,-97,64,-31,0
1258,1197,-244,-230,-222,-195,0
1124,1206,-102,-109,-103,-178,0
1237,1212,-56,-114,-90,-125,0
1364,1225,-84,-94,-52,-97,0
1312,1254,-46,24,-20,-75,0
1176,1255,-98,-99,-104,-96,0
1422,1256,-37,-13,-20,33,0
1203,1264,-36,28,22,-1,0
1301,1273,-181,-159,-260,-128,0
1303,1286,-65,-31,-51,-34,0
1190,1295,-45,-52,-49,-76,0
1416,1297,-91,-121,-41,-17,0
1163,1306,-238,-251,-162,-225,0
1383,1310,84,90,104,80,0
1127,1357,-15,55,-6,21,0
1142,1367,-2,-73,-11,-23,0
1159,1373,-64,-60,-89,-35,0
1300,1380,-46,-37,-79,-74,0
1439,1384,-159,-226,-167,-233,0
1456,1386,60,109,113,90,0
1317,1389,-92,-244,-167,-182,0
1101,1415,-103,-171,-145,-90,0
1205,1423,12,-87,-57,-26,0
1452,1434,-121,-142,-91,-82,0
1304,1442,-206,-239,-230,-275,0
1232,1443,80,50,156,91,0
1407,1466,-148,-82,-159,-124,0
1200,1105,-105,-92,-116,-95,0
1135,1136,-131,-129,-172,-102,0
1412,1145,-7,-46,82,-36,0
1236,1156,-125,-14,30,-87,0
1193,1176,30,122,24,25,0
1248,1192,28,12,103,35,0
1201,1218,-100,-52,-17,-100,0
1331,1241,114,135,120,84,0
1333,1253,-118,-120,-71,-127,0
1370,1255,-79,-74,-16,-102,0
1406,1259,7,60,15,11,0
1329,1261,19,42,54,29,0
1158,1272,-2,40,24,17,0
1371,1274,37,19,39,15,0
1252,1287,-86,-110,-114,-102,0
1288,1291,18,19,-20,27,0
1359,1354,-81,-225,-13,-136,0
1251,1366,-205,-209,-199,-192,0
1137,1436,93,155,18,72,0
1427,1223,-112,-72,-133,-66,0
1211,1295,-189,-192,-255,-164,0
1235,1303,-213,-250,-239,-246,0
1459,1376,66,-5,-20,36,0
1126,1391,-51,-74,-48,-27,0
1410,1394,-10,-61,-26,11,0
1179,1129,92,37,111,126,0
1266,1149,-198,-257,-200,-201,0
1172,1150,-221,-223,-215,-187,0
1450,1169,-150,-103,-57,-116,0
1335,1175,-223,-243,-236,-234,0
1449,1186,-169,-241,-206,-147,0
1190,1204,18,48,131,-7,0
1154,1219,4,35,81,40,0
1325,1233,14,97,32,120,0
1361,1238,-295,-306,-320,-300,0
1374,1249,-184,-74,-200,-146,0
1163,1262,-207,-175,-163,-199,0
1385,1271,-307,-318,-308,-307,0
1257,1277,43,26,47,16,0
1297,1287,-79,-106,-120,-160,0
1458,1301,-17,25,13,14,0
1286,1315,67,42,67,133,0
1196,1316,-197,-195,-192,-235,0
1328,1317,-90,-39,-34,-50,0
1419,1322,-116,-169,-99,-143,0
1124,1377,-108,-103,-118,-126,0
1409,1426,-102,-3,-61,3,0
1110,1440,-121,-143,-138,-67,0
1103,1106,-178,-258,-133,-204,0
1237,1133,135,48,39,6,0
1463,1136,-218,-226,-229,-225,0
1318,1137,-121,-113,-41,-33,0
1229,1140,59,85,82,80,0
1382,1145,-41,-17,4,-53,0
1198,1195,29,69,-14,53,0
1438,1268,-32,-43,-65,-51,0
1353,1274,114,53,12,81,0
1355,1282,-184,-209,-180,-188,0
1102,1283,51,113,94,122,0
1246,1284,-237,-265,-208,-260,0
1206,1288,-189,-128,-149,-101,0
1453,1296,23,-64,29,-98,0
1251,1298,-147,-185,-152,-135,0
1131,1306,-128,-182,-98,-142,0
1418,1309,-186,-142,-194,-165,0
1276,1314,4,2,12,6,0
1393,1326,-15,46,15,20,0
1160,1339,-137,-171,-179,-216,0
1390,1340,-152,-174,-167,-123,0
1452,1351,-82,-70,-60,-153,0
1158,1354,-240,-198,-196,-216,0
1279,1360,-23,-13,-28,-43,0
1379,1375,-103,-249,-93,-176,0
1414,1388,36,80,35,79,0
1378,1391,-110,-173,-131,-122,0
1457,1399,-152,-171,-185,-212,0
1209,1408,-65,-9,-15,-62,0
1434,1424,-2,60,-38,-14,0
1254,1107,39,45,-17,94,0
1364,1170,-61,-57,20,-116,0
1112,1204,-70,-66,-22,-57,0
1365,1238,-117,-62,-60,-48,0
1413,1319,-51,-17,-12,-5,0
1125,1359,-155,-103,-250,-136,0
1122,1407,21,20,-19,14,0
1171,1107,7,31,-25,-15,0
1395,1141,-121,-83,-130,-57,0
1376,1157,-143,-91,-48,-75,0
1338,1182,-33,-43,-16,-46,0
1458,1234,-20,-20,-11,-22,0
1265,1254,-26,-10,-25,-32,0
1174,1271,-153,-187,-191,-180,0
1278,1329,-8,-13,-25,7,0
1347,1400,104,68,54,93,0
1297,1420,-74,-61,-8,-93,0
1138,1454,-210,-193,-207,-180,0
1337,1101,36,43,36,26,0
1334,1102,-95,-93,-89,-99,0
1122,1105,-148,-115,-151,-121,0
1453,1125,121,110,126,141,0
1213,1129,16,-14,-41,-16,0
1216,1132,29,21,121,82,0
1451,1140,86,87,57,78,0
1439,1148,-226,-191,-191,-222,0
1316,1149,-20,-44,-18,-8,0
1158,1150,-201,-190,-178,-183,0
1405,1156,-215,-203,-202,-216,0
1393,1165,-236,-201,-143,-197,0
1211,1166,-28,-38,-55,-31,0
1170,1169,-100,-72,-130,-58,0
1430,1176,-72,-37,-41,-92,0
1152,1183,58,114,81,97,0
1318,1185,-60,-82,-126,-124,0
1356,1188,-203,-171,-144,-148,0
1131,1189,-38,-87,-139,-117,0
1119,1193,28,35,68,34,0
1375,1197,-134,-49,-91,-53,0
1251,1209,31,38,-41,15,0
1385,1210,-33,-13,-9,-1,0
1184,1219,26,37,150,35,0
1361,1229,-50,-76,-125,-64,0
1433,1233,-51,-104,-159,-78,0
1330,1241,-82,-110,-153,-153,0
1389,1263,-102,-35,-43,-48,0
1200,1264,-72,-80,-71,-50,0
1325,1267,78,154,95,166,0
1300,1270,-28,19,-78,-48,0
1403,1272,-112,-120,-135,-126,0
1154,1273,50,74,6,114,0
1333,1283,-109,-64,-40,-67,0
1465,1290,-99,-16,-46,-23,0
1259,1291,-29,-29,-22,-50,0
1135,1298,-128,-131,-146,-107,0
1245,1313,-131,-133,-109,-122,0
1225,1315,38,37,72,111,0
1365,1319,-63,10,-19,7,0
1355,1320,-57,-48,-55,-12,0
1462,1324,-190,-175,-196,-137,0
1392,1346,-88,-132,-115,-192,0
1239,1354,-44,-36,-3,-30,0
1114,1358,-11,-32,-23,44,0
1138,1362,-34,6,-3,-5,0
1205,1366,-111,-129,-88,-143,0
1418,1380,-225,-219,-254,-224,0
1181,1391,-338,-345,-344,-341,0
1428,1409,-29,-36,-59,-50,0
1113,1411,-227,-242,-270,-219,0
1279,1419,-156,-143,-216,-151,0
1246,1422,-47,-13,-2,-45,0
1172,1423,-122,-131,-112,-136,0
1153,1424,-94,-86,-102,-105,0
1410,1426,83,85,67,87,0
1402,1427,-42,-71,-97,-128,0
1367,1444,120,154,69,171,0
1372,1454,-94,-19,-48,57,0
1294,1461,-28,-86,-143,-109,0
1240,1466,-171,-172,-151,-150,0
1174,1162,-62,-143,-135,-101,0
1112,1163,-28,-45,-4,-58,0
1304,1228,-64,-87,-103,-80,0
1417,1258,-71,-66,-96,-134,0
1187,1271,-75,-115,-121,-95,0
1449,1364,-121,-107,-180,-49,0
1281,1416,45,83,119,81,0
1420,1164,-138,-157,-254,-158,0
1458,1353,-102,-55,-12,-53,0
1199,1407,-169,-199,-203,-199,0
1208,1411,-148,-151,-176,-147,0
1312,1119,-70,-88,-166,-99,0
1388,1126,-243,-261,-235,-258,0
1344,1130,-11,-27,6,-31,0
1173,1178,-177,-113,-152,-98,0
1117,1191,91,85,75,76,0
1137,1247,-26,-81,-147,-105,0
1222,1249,-212,-209,-278,-214,0
1369,1290,-63,-102,-14,-125,0
1153,1297,-100,-106,-52,-72,0
1256,1341,-155,-151,-132,-145,0
1160,1377,-87,-119,-104,-130,0
1110,1384,-11,-50,-91,-74,0
1120,1421,-318,-334,-330,-334,0
1281,1426,-130,-48,-56,-18,0
1266,1431,-252,-247,-279,-213,0
1219,1434,88,32,30,63,0
1172,1457,-88,-84,-88,-52,0
1242,1459,-113,-98,-54,-85,0
1412,1466,-160,-154,-155,-178,0
1236,1103,88,148,168,164,0
1156,1132,127,81,124,103,0
1257,1146,-226,-247,-143,-270,0
1159,1162,-84,-127,-131,-85,0
1350,1164,-170,-109,-110,-110,0
1258,1168,-24,-60,18,2,0
1298,1174,119,165,159,153,0
1102,1176,15,55,21,29,0
1405,1178,-174,-111,-159,-116,0
1157,1214,-26,-53,-48,-112,0
1450,1225,-102,-127,-85,-117,0
1326,1228,-69,-84,-81,-73,0
1227,1229,52,15,-17,59,0
1317,1232,-7,-14,-127,-87,0
1163,1248,-216,-242,-228,-226,0
1463,1250,-27,13,20,-11,0
1180,1259,-47,-95,-129,-95,0
1123,1260,41,15,13,14,0
1392,1264,-120,-154,-116,-158,0
1220,1284,-123,-191,-174,-186,0
1435,1292,-127,-148,-169,-137,0
1462,1325,-120,-192,-142,-223,0
1195,1331,-27,-61,-69,-47,0
1184,1367,-66,-83,-6,-81,0
1461,1376,137,151,151,163,0
1253,1381,-26,59,-73,4,0
1402,1394,-162,-114,-132,-111,0
1437,1396,-73,-70,-54,-68,0
1203,1406,-67,-75,-34,-84,0
1296,1413,-95,-95,-128,-73,0
1314,1423,-197,-202,-187,-214,0
1439,1440,-291,-316,-283,-278,0
1301,1441,-289,-307,-292,-311,0
1391,1442,102,102,132,77,0
1283,1443,89,49,4,22,0
1275,1460,23,5,13,16,0
1363,1126,19,6,48,-22,0
1448,1150,-155,-109,-81,-137,0
1324,1193,-1,-34,-10,-29,0
1415,1337,138,142,197,122,0
1179,1454,-82,-101,-37,-76,0
1305,1113,-36,-23,-15,-25,0
1422,1189,-215,-238,-202,-226,0
1206,1241,-49,-71,-112,-67,0
1281,1331,-188,-205,-199,-192,0
1395,1425,-19,-21,-11,-14,0
1119,1102,24,31,46,44,0
1224,1110,110,72,118,62,0
1146,1114,28,68,-21,43,0
1364,1115,-182,-178,-163,-184,0
1443,1116,47,58,107,44,0
1142,1126,9,-24,47,-15,0
1259,1127,2,-19,14,-10,0
1280,1155,-4,-5,-19,-2,0
1304,1166,-10,-29,-30,-22,0
1339,1170,35,78,97,55,0
1321,1177,-45,-69,-53,-69,0
1420,1180,-25,-10,-43,-44,0
1277,1196,-15,-26,-16,-17,0
1434,1203,-102,-98,-124,-90,0
1348,1221,-27,-20,-14,-18,0
1279,1229,-72,-90,-177,-81,0
1275,1236,-40,-77,-131,-66,0
1409,1243,108,111,117,98,0
1346,1248,-43,-44,-18,-23,0
1293,1292,-93,-130,-189,-121,0
1332,1303,-168,-172,-152,-192,0
1242,1308,-113,-69,-156,-115,0
1220,1351,25,-7,-15,6,0
1373,1352,-39,-57,-48,-45,0
1161,1358,-97,-80,-107,-51,0
1282,1377,124,155,147,147,0
1312,1383,-63,-14,-12,-38,0
1254,1389,44,-18,-51,31,0
1135,1392,9,46,48,50,0
1190,1404,-149,-164,-152,-119,0
1288,1406,35,20,55,29,0
1272,1412,-53,-69,-103,-26,0
1140,1428,-33,-13,3,-24,0
1183,1442,109,103,155,88,0
1429,1451,-88,-119,-105,-101,0
1132,1453,17,79,73,2,0
1245,1460,22,-2,1,32,0
1359,1105,-132,-200,-90,-147,0
1191,1123,87,82,124,111,0
1398,1164,-69,-97,-43,-90,0
1330,1193,-157,-164,-165,-143,0
1210,1197,-267,-260,-239,-252,0
1397,1211,10,13,13,7,0
1305,1213,-130,-107,-126,-117,0
1261,1230,-292,-288,-274,-301,0
1162,1233,63,63,-17,40,0
1182,1255,-135,-129,-99,-159,0
1310,1306,-69,-87,-104,-77,0
1385,1343,-112,-149,-106,-145,0
1400,1345,20,27,46,13,0
1235,1380,-323,-319,-312,-310,0
1286,1450,137,156,79,138,0
1315,1454,2,30,57,-14,0
1334,1253,-52,-53,-27,-52,0
1220,1264,-175,-186,-175,-178,0
1267,1287,-149,-172,-123,-176,0
1171,1357,-35,-15,-47,-25,0
1463,1107,-196,-195,-192,-195,0
1202,1149,-111,-130,-76,-113,0
1416,1204,-105,-116,-40,-94,0
1268,1259,-275,-267,-267,-277,0
1383,1262,16,-10,-37,8,0
1256,1290,-218,-216,-180,-263,0
1160,1307,-63,-55,-144,-85,0
1251,1354,-251,-228,-269,-246,0
1406,1420,68,87,106,92,0
1335,1437,122,116,116,119,0
1192,1119,-2,-10,-96,5,0
1209,1151,-206,-177,-170,-204,0
1130,1162,-185,-213,-186,-171,0
1455,1240,-78,-59,-152,-55,0
1257,1252,-35,-45,-29,-47,0
1392,1254,-126,-138,-95,-132,0
1332,1360,-77,-49,-19,-62,0
1279,1368,-221,-238,-267,-235,0
1171,1131,53,74,41,60,0
1205,1244,-145,-145,-157,-155,0
1359,1287,-68,-147,-39,-105,0
1365,1290,-86,-64,-50,-79,0
1270,1300,16,-3,77,30,0
1458,1366,-330,-327,-320,-330,0
1203,1224,-23,-21,2,-2,0
1166,1453,-164,-135,-124,-178,0
1403,1101,-157,-152,-114,-167,0
1429,1106,-266,-285,-303,-272,0
1171,1107,-26,1,-81,-17,0
1124,1112,17,57,71,34,0
1239,1126,-13,-24,52,-13,0
1464,1127,7,-7,4,-8,0
1332,1129,-103,-93,-168,-106,0
1183,1133,189,166,135,153,0
1143,1142,-143,-131,-168,-138,0
1325,1178,-133,-94,-132,-116,0
1390,1186,-156,-190,-230,-192,0
1312,1192,-60,-50,-23,-53,0
1113,1208,-80,-66,-88,-60,0
1314,1211,1,3,-1,4,0
1303,1225,-57,-38,-106,-70,0
1343,1233,-29,-26,-116,-8,0
1293,1238,-255,-262,-315,-274,0
1159,1265,-43,-32,4,-50,0
1338,1271,-235,-255,-238,-247,0
1405,1292,-169,-181,-168,-128,0
1360,1294,-56,-56,-11,-50,0
1131,1311,-87,-78,-158,-91,0
1234,1320,-141,-144,-230,-124,0
1381,1337,16,12,73,-10,0
1212,1339,38,-15,-60,44,0
1258,1340,-110,-103,-84,-71,0
1323,1345,42,37,44,37,0
1155,1347,-92,-76,-83,-98,0
1364,1349,-154,-157,-133,-137,0
1367,1354,-16,-1,-35,-8,0
1305,1355,-75,-87,-112,-97,0
1138,1356,-56,-71,-109,-80,0
1455,1379,-36,-50,-66,-35,0
1322,1380,12,12,6,18,0
1261,1388,-5,3,-34,-15,0
1383,1389,25,-33,-61,12,0
1330,1393,70,60,57,77,0
1244,1399,7,6,-5,-2,0
1402,1410,-97,-47,-58,-97,0
1120,1412,-188,-196,-275,-165,0
1256,1418,-5,-11,44,-21,0
1202,1423,-87,-92,-80,-106,0
1328,1425,-54,-75,-66,-55,0
1116,1427,-139,-161,-239,-163,0
1246,1428,-111,-113,-107,-119,0
1158,1433,32,47,71,35,0
1242,1437,-14,-17,-27,-26,0
1219,1441,-58,-66,-49,-59,0
1237,1442,-43,-108,-81,-71,0
1276,1444,-217,-204,-274,-206,0
1430,1451,-4,-15,64,-4,0
1422,1466,-249,-244,-246,-263,0
1307,1146,-116,-118,89,-103,0
1344,1148,-191,-197,-203,-162,0
1229,1156,-119,-74,6,-104,0
1377,1161,-53,-29,6,-13,0
1310,1165,23,11,53,4,0
1334,1169,-169,-134,-160,-130,0
1409,1173,47,57,82,66,0
1130,1193,-166,-167,-151,-170,0
1200,1224,-67,-69,-34,-29,0
1395,1232,-110,-97,-123,-118,0
1260,1313,-196,-178,-128,-199,0
1304,1329,-43,-55,-80,-52,0
1180,1346,16,-8,-83,-14,0
1431,1415,-64,-86,-20,-74,0
1385,1447,-193,-233,-175,-224,0
1321,1152,-299,-298,-307,-300,0
1448,1172,70,85,107,85,0
1359,1223,-70,-127,-60,-111,0
1227,1230,-170,-172,-113,-184,0
1165,1255,-64,-66,-125,-51,0
1308,1294,-65,-83,13,-52,0
1465,1368,-74,-9,-86,-71,0
1199,1369,-264,-228,-283,-248,0
1296,1442,-83,-98,1,-62,0
1358,1106,-17,-52,-42,-60,0
1204,1133,10,-9,-108,14,0
1167,1142,-109,-68,-135,-109,0
1154,1144,-43,-57,-122,-23,0
1404,1151,-24,9,-33,-47,0
1328,1166,-6,-27,-26,-20,0
1163,1180,-186,-160,-94,-178,0
1355,1186,-175,-177,-198,-165,0
1150,1187,56,77,108,78,0
1293,1191,-96,-94,-166,-124,0
1332,1197,-310,-286,-291,-299,0
1189,1244,-51,-30,-48,-48,0
1196,1273,-176,-150,-160,-155,0
1419,1311,-56,-59,-9,-71,0
1266,1315,-245,-260,-233,-229,0
1208,1324,-118,-115,-127,-139,0
1139,1342,-270,-257,-154,-266,0
1181,1343,-176,-204,-190,-210,0
1158,1373,-152,-152,-112,-135,0
1349,1410,66,114,100,51,0
1211,1426,-238,-184,-232,-243,0
1234,1441,-262,-268,-250,-266,0
1240,1466,-174,-178,-109,-184,0
1375,1105,-144,-125,-132,-149,0
1272,1114,-134,-96,-126,-106,0
1301,1120,18,11,15,14,0
1346,1126,-65,-73,-49,-40,0
1258,1129,-13,-8,-63,-10,0
1388,1137,-128,-116,-68,-143,0
1231,1146,-249,-248,-179,-240,0
1414,1185,-77,-91,-177,-96,0
1450,1188,-154,-164,-64,-174,0
1141,1282,-98,-141,-78,-147,0
1112,1285,-60,-108,-89,-57,0
1387,1300,-237,-230,-99,-220,0
1265,1306,-134,-138,-140,-111,0
1156,1310,15,-7,14,-8,0
1199,1316,-177,-170,-147,-166,0
1213,1320,-47,-73,-127,-35,0
1330,1350,-78,-93,-99,-56,0
1179,1351,54,7,21,23,0
1371,1357,-238,-219,-185,-230,0
1303,1364,76,86,40,82,0
1212,1368,5,-32,-66,-7,0
1465,1380,-119,-41,-112,-91,0
1385,1383,-251,-227,-160,-238,0
1220,1392,-41,-31,-68,-40,0
1249,1411,8,7,35,-44,0
1401,1434,-76,-63,-32,-74,0
1125,1443,-12,-27,-75,-39,0
1173,1444,-146,-140,-230,-149,0
1317,1115,-199,-208,-200,-229,0
1221,1145,-77,-76,-128,-70,0
1442,1152,-101,-77,-149,-108,0
1200,1241,9,-12,-123,43,0
1107,1264,-59,-66,-56,-54,0
1457,1271,-180,-177,-147,-161,0
1253,1337,-20,-7,-20,-18,0
1370,1341,-104,-131,-142,-90,0
1275,1354,-181,-179,-224,-179,0
1427,1394,-123,-85,-10,-104,0
1181,1403,-9,-10,-7,-8,0
1266,1138,2,-9,24,2,0
1122,1144,-61,-55,-103,-58,0
1158,1157,-88,-68,5,-82,0
1419,1164,-157,-173,-155,-146,0
1269,1192,-148,-146,-65,-148,0
1261,1202,-53,-47,-43,-56,0
1347,1204,-5,-2,74,-5,0
1287,1237,75,136,136,120,0
1343,1248,-143,-124,-116,-130,0
1127,1254,66,82,122,52,0
1262,1259,-13,-11,-12,-12,0
1206,1298,-149,-144,-136,-155,0
1278,1299,-258,-237,-209,-260,0
1328,1321,-17,-32,-33,-30,0
1124,1332,28,33,55,31,0
1245,1333,75,48,31,63,0
1257,1352,-250,-291,-271,-265,0
1379,1377,-30,-11,-14,-23,0
1425,1381,-140,-120,-137,-127,0
1318,1382,-50,-49,-46,-46,0
1407,1412,-15,2,-42,9,0
1139,1414,-55,-64,-26,-64,0
1252,1436,-41,-23,-1,-24,0
1305,1103,-120,-115,-102,-118,0
1207,1114,-148,-88,-56,-123,0
1283,1115,-115,-131,-98,-154,0
1310,1119,-10,-36,-77,-13,0
1361,1140,32,-2,35,1,0
1353,1162,-130,-179,-207,-158,0
1437,1163,-70,-60,-2,-62,0
1451,1175,-192,-182,-211,-200,0
1130,1177,9,-1,7,9,0
1396,1180,-164,-148,-49,-177,0
1182,1184,-101,-91,-135,-108,0
1169,1188,-9,-33,-3,-24,0
1196,1195,-201,-176,-160,-229,0
1217,1203,-173,-162,-101,-160,0
1208,1210,58,45,33,35,0
1447,1216,40,80,18,60,0
1281,1228,1,1,48,41,0
1141,1238,-187,-189,-139,-198,0
1113,1242,39,35,20,33,0
1415,1258,205,194,198,209,0
1148,1263,-77,-58,-22,-92,0
1401,1267,-37,-17,-30,-18,0
1213,1290,-208,-217,-179,-214,0
1335,1307,-45,-40,-121,-32,0
1190,1313,-166,-177,-124,-166,0
1246,1314,12,22,36,9,0
1129,1334,-22,-31,70,-54,0
1173,1342,-183,-183,-93,-199,0
1392,1346,-91,-96,-119,-103,0
1285,1355,43,58,52,-6,0
1301,1367,-305,-318,-286,-309,0
1133,1368,-161,-149,-102,-175,0
1221,1373,-115,-115,-109,-101,0
1155,1376,-66,-67,-67,-68,0
1443,1388,69,69,109,68,0
1362,1390,-55,-53,-85,-46,0
1272,1398,-171,-165,-182,-180,0
1116,1402,-81,-96,-87,-89,0
1105,1408,138,139,162,157,0
1112,1413,-186,-202,-236,-202,0
1243,1435,-41,-33,3,-24,0
1433,1455,-25,-29,-37,-30,0
1431,1461,29,-15,10,25,0
1348,1150,-218,-223,-237,-197,0
1383,1264,-26,-39,-87,-32,0
1188,1294,180,185,218,196,0
1169,1351,198,163,180,173,0
1179,1360,86,69,98,86,0
1232,1424,8,10,70,13,0
1308,1450,-94,-112,-156,-90,0
1160,1150,-248,-253,-227,-254,0
1395,1232,-113,-109,-152,-120,0
1218,1348,107,107,57,60,0
1137,1424,32,18,5,52,0
1245,1107,-135,-139,-135,-135,0
1116,1122,-86,-108,-67,-91,0
1324,1156,6,-6,35,-8,0
1439,1271,-340,-341,-344,-336,0
1187,1299,-43,-41,-41,-65,0
1258,1413,-100,-88,-128,-104,0
1261,1419,-134,-130,-142,-154,0
1227,1460,61,56,71,73,0
1211,1466,-322,-330,-345,-321,0
1203,1110,78,52,97,73,0
1343,1113,151,171,180,161,0
1332,1129,-92,-84,-114,-92,0
1373,1142,-26,-10,-29,-43,0
1333,1148,-173,-173,-179,-167,0
1255,1154,117,132,165,111,0
1338,1159,-65,-76,-80,-82,0
1279,1195,-170,-151,-156,-213,0
1173,1204,-57,-57,-52,-66,0
1243,1206,-135,-137,-111,-136,0
1207,1224,-182,-201,-125,-195,0
1226,1225,-35,-31,-53,-16,0
1194,1228,112,106,117,136,0
1390,1253,-101,-113,-84,-101,0
1353,1263,-221,-239,-236,-235,0
1216,1265,-20,-18,51,-21,0
1217,1273,-87,-60,-41,-55,0
1124,1309,-227,-200,-183,-186,0
1285,1319,-203,-193,-187,-210,0
1392,1320,-37,-39,-140,-8,0
1268,1347,-95,-89,-86,-94,0
1317,1349,-170,-184,-187,-185,0
1135,1361,57,89,39,112,0
